Drug_ID,Drug_Name,Drug_Generic_Name,Drug_Manufacture_Name,Drug_Form,Drug_Strength
256,PRONESTYL,PROCAINAMIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,375MG
257,PRONESTYL,PROCAINAMIDE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,500MG/ML
258,VERILOID,ALKAVERVIR,USA,TABLET;ORAL,2MG
259,VERILOID,ALKAVERVIR,USA,TABLET;ORAL,3MG
260,PERCODAN-DEMI,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,USA,TABLET;ORAL,325MG;2.25MG;0.19MG
261,PERCODAN,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,USA,TABLET;ORAL,325MG;4.5MG;0.38MG
262,PERCODAN,ASPIRIN; OXYCODONE HYDROCHLORIDE,USA,TABLET;ORAL,325MG;4.8355MG
263,BANTHINE,METHANTHELINE BROMIDE,USA,TABLET;ORAL,50MG
264,SECONAL SODIUM,SECOBARBITAL SODIUM,USA,INJECTABLE;INJECTION,50MG/ML
265,BENTYL,DICYCLOMINE HYDROCHLORIDE,USA,TABLET;ORAL,20MG
266,BENTYL,DICYCLOMINE HYDROCHLORIDE,USA,CAPSULE;ORAL,10MG
267,PROTAMINE SULFATE,PROTAMINE SULFATE,USA,INJECTABLE;INJECTION,50MG/VIAL
268,PROTAMINE SULFATE,PROTAMINE SULFATE,USA,INJECTABLE;INJECTION,250MG/VIAL
269,ACTHAR,CORTICOTROPIN,USA,INJECTABLE;INJECTION,25 UNITS/VIAL
270,ACTHAR,CORTICOTROPIN,USA,INJECTABLE;INJECTION,40 UNITS/VIAL
271,LEVOPHED,NOREPINEPHRINE BITARTRATE,USA,INJECTABLE;INJECTION,EQ 1MG BASE/ML
272,TAPAZOLE,METHIMAZOLE,USA,TABLET;ORAL,5MG
273,TAPAZOLE,METHIMAZOLE,USA,TABLET;ORAL,10MG
274,QUINIDINE GLUCONATE,QUINIDINE GLUCONATE,USA,INJECTABLE;INJECTION,80MG/ML
275,SURITAL,THIAMYLAL SODIUM,USA,INJECTABLE;INJECTION,1GM/VIAL
276,SURITAL,THIAMYLAL SODIUM,USA,INJECTABLE;INJECTION,5GM/VIAL
277,SURITAL,THIAMYLAL SODIUM,USA,INJECTABLE;INJECTION,10GM/VIAL
278,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE,USA,"TABLET, EXTENDED RELEASE;ORAL",8MG
279,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE,USA,"TABLET, EXTENDED RELEASE;ORAL",12MG
280,PHENURONE,PHENACEMIDE,USA,TABLET;ORAL,500MG
281,CORTONE,CORTISONE ACETATE,USA,TABLET;ORAL,25MG
282,GANTRISIN,SULFISOXAZOLE DIOLAMINE,USA,SOLUTION/DROPS;OPHTHALMIC,EQ 4% BASE
283,NEOTHYLLINE,DYPHYLLINE,USA,TABLET;ORAL,200MG
284,NEOTHYLLINE,DYPHYLLINE,USA,TABLET;ORAL,400MG
285,NEOTHYLLINE,DYPHYLLINE,USA,ELIXIR;ORAL,160MG/15ML
286,FLAXEDIL,GALLAMINE TRIETHIODIDE,USA,INJECTABLE;INJECTION,20MG/ML
287,FLAXEDIL,GALLAMINE TRIETHIODIDE,USA,INJECTABLE;INJECTION,100MG/ML
288,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,USA,INJECTABLE;INJECTION,2MEQ/ML
289,ANTABUSE,DISULFIRAM,USA,TABLET;ORAL,500MG
290,ANTABUSE,DISULFIRAM,USA,TABLET;ORAL,250MG
291,BENEMID,PROBENECID,USA,TABLET;ORAL,500MG
292,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,USA,TABLET;ORAL,12.5MG
293,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,USA,TABLET;ORAL,25MG
294,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,USA,TABLET;ORAL,50MG
295,SELSUN,SELENIUM SULFIDE,USA,LOTION/SHAMPOO;TOPICAL,2.50%
296,SUS-PHRINE SULFITE FREE,EPINEPHRINE,USA,INJECTABLE;INJECTION,5MG/ML
297,SUS-PHRINE SULFITE FREE,EPINEPHRINE,USA,INJECTABLE;INJECTION,1.5MG/AMP
298,PREFRIN-A,PHENYLEPHRINE HYDROCHLORIDE; PYRILAMINE MALEATE,USA,SOLUTION/DROPS;OPHTHALMIC,0.12%;0.1%
299,TENSILON,EDROPHONIUM CHLORIDE,USA,INJECTABLE;INJECTION,10MG/ML
300,TENSILON PRESERVATIVE FREE,EDROPHONIUM CHLORIDE,USA,INJECTABLE;INJECTION,10MG/ML
301,BENTYL,DICYCLOMINE HYDROCHLORIDE,USA,SYRUP;ORAL,10MG/5ML
302,AMBODRYL,BROMODIPHENHYDRAMINE HYDROCHLORIDE,USA,CAPSULE;ORAL,25MG
303,TELEPAQUE,IOPANOIC ACID,USA,TABLET;ORAL,500MG
304,EVANS BLUE,EVANS BLUE,USA,INJECTABLE;INJECTION,0.50%
305,XYLOCAINE,LIDOCAINE,USA,OINTMENT;TOPICAL,5%
306,METHOTREXATE SODIUM,METHOTREXATE SODIUM,USA,TABLET;ORAL,EQ 2.5MG BASE
307,TACE,CHLOROTRIANISENE,USA,CAPSULE;ORAL,12MG
308,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,USA,INJECTABLE;INJECTION,EQ
309,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,USA,INJECTABLE;INJECTION,EQ
310,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,USA,FOR SOLUTION;ORAL,EQ 60MG BASE/VIAL
311,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,USA,INJECTABLE;INJECTION,EQ
312,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,USA,INJECTABLE;INJECTION,EQ
313,PRANTAL,DIPHEMANIL METHYLSULFATE,USA,TABLET;ORAL,100MG
314,CORTISONE ACETATE,CORTISONE ACETATE,USA,TABLET;ORAL,25MG
315,CORTISONE ACETATE,CORTISONE ACETATE,USA,INJECTABLE;INJECTION,25MG/ML
316,CORTISONE ACETATE,CORTISONE ACETATE,USA,TABLET;ORAL,5MG
317,CORTISONE ACETATE,CORTISONE ACETATE,USA,TABLET;ORAL,10MG
318,BENOQUIN,MONOBENZONE,USA,CREAM;TOPICAL,20%
319,HYDROCORTONE,HYDROCORTISONE ACETATE,USA,INJECTABLE;INJECTION,25MG/ML
320,HYDROCORTONE,HYDROCORTISONE ACETATE,USA,INJECTABLE;INJECTION,50MG/ML
321,WYAMINE SULFATE,MEPHENTERMINE SULFATE,USA,INJECTABLE;INJECTION,EQ 30MG BASE/ML
322,WYAMINE SULFATE,MEPHENTERMINE SULFATE,USA,INJECTABLE;INJECTION,EQ 15MG BASE/ML
323,REGITINE,PHENTOLAMINE MESYLATE,USA,INJECTABLE;INJECTION,5MG/VIAL
324,CORTISONE ACETATE,CORTISONE ACETATE,USA,TABLET;ORAL,25MG
325,CORTISONE ACETATE,CORTISONE ACETATE,USA,TABLET;ORAL,5MG
326,APRESOLINE,HYDRALAZINE HYDROCHLORIDE,USA,TABLET;ORAL,25MG
327,APRESOLINE,HYDRALAZINE HYDROCHLORIDE,USA,TABLET;ORAL,50MG
328,APRESOLINE,HYDRALAZINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,20MG/ML
329,APRESOLINE,HYDRALAZINE HYDROCHLORIDE,USA,TABLET;ORAL,10MG
330,APRESOLINE,HYDRALAZINE HYDROCHLORIDE,USA,TABLET;ORAL,100MG
331,PHENERGAN W/ CODEINE,CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE,USA,SYRUP;ORAL,10MG/5ML;6.25MG/5ML
332,PHENERGAN VC W/ CODEINE,CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,USA,SYRUP;ORAL,10MG/5ML;5MG/5ML;6.25MG/5ML
333,PRIMAQUINE,PRIMAQUINE PHOSPHATE,USA,TABLET;ORAL,EQ 15MG BASE
334,ACTH,CORTICOTROPIN,USA,INJECTABLE;INJECTION,25 UNITS/VIAL
335,ACTH,CORTICOTROPIN,USA,INJECTABLE;INJECTION,40 UNITS/VIAL
336,BUTAZOLIDIN,PHENYLBUTAZONE,USA,TABLET;ORAL,100MG
337,BUTAZOLIDIN,PHENYLBUTAZONE,USA,CAPSULE;ORAL,100MG
338,GEMONIL,METHARBITAL,USA,TABLET;ORAL,100MG
339,BENTYL,DICYCLOMINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,10MG/ML
340,BENTYL PRESERVATIVE FREE,DICYCLOMINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,10MG/ML
341,H.P. ACTHAR GEL,CORTICOTROPIN,USA,INJECTABLE;INJECTION,40 UNITS/ML
342,H.P. ACTHAR GEL,CORTICOTROPIN,USA,INJECTABLE;INJECTION,80 UNITS/ML
343,TPN,NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; TYROSINE,USA,SUSPENSION;ORAL,15MG/5ML;3.75MG/5ML;600MG/5ML
344,PROMETHAZINE HYDROCHLORIDE PLAIN,PROMETHAZINE HYDROCHLORIDE,USA,SYRUP;ORAL,25MG/5ML
345,PROMETHAZINE HYDROCHLORIDE PLAIN,PROMETHAZINE HYDROCHLORIDE,USA,SYRUP;ORAL,6.25MG/5ML
346,NYDRAZID,ISONIAZID,USA,TABLET;ORAL,100MG
347,PHISOHEX,HEXACHLOROPHENE,USA,EMULSION;TOPICAL,3%
348,GANTRISIN,SULFISOXAZOLE DIOLAMINE,USA,OINTMENT;OPHTHALMIC,EQ 4% BASE
349,RIMIFON,ISONIAZID,USA,SYRUP;ORAL,50MG/5ML
350,RIMIFON,ISONIAZID,USA,INJECTABLE;INJECTION,25MG/ML
351,RIMIFON,ISONIAZID,USA,INJECTABLE;INJECTION,100MG/ML
352,ISONIAZID,ISONIAZID,USA,TABLET;ORAL,50MG
353,ISONIAZID,ISONIAZID,USA,TABLET;ORAL,100MG
354,ISONIAZID,ISONIAZID,USA,TABLET;ORAL,300MG
355,ANECTINE,SUCCINYLCHOLINE CHLORIDE,USA,INJECTABLE;INJECTION,500MG/VIAL
356,ANECTINE,SUCCINYLCHOLINE CHLORIDE,USA,INJECTABLE;INJECTION,20MG/ML
357,ANECTINE,SUCCINYLCHOLINE CHLORIDE,USA,INJECTABLE;INJECTION,50MG/ML
358,ANECTINE,SUCCINYLCHOLINE CHLORIDE,USA,INJECTABLE;INJECTION,1GM/VIAL
359,CYCLAINE,HEXYLCAINE HYDROCHLORIDE,USA,SOLUTION;TOPICAL,5%
360,ANTRENYL,OXYPHENONIUM BROMIDE,USA,TABLET;ORAL,5MG
361,ISONIAZID,ISONIAZID,USA,TABLET;ORAL,100MG
362,ISONIAZID,ISONIAZID,USA,TABLET;ORAL,300MG
363,HYDROCORTONE,HYDROCORTISONE,USA,TABLET;ORAL,10MG
364,HYDROCORTONE,HYDROCORTISONE,USA,TABLET;ORAL,20MG
365,THIOSULFIL,SULFAMETHIZOLE,USA,TABLET;ORAL,250MG
366,THIOSULFIL,SULFAMETHIZOLE,USA,TABLET;ORAL,500MG
367,DARAPRIM,PYRIMETHAMINE,USA,TABLET;ORAL,25MG
368,RAVOCAINE AND NOVOCAIN W/ LEVOPHED,NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 0.033MG BASE/ML;2%;0.4%
369,RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN,LEVONORDEFRIN; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,0.05MG/ML;2%;0.4%
370,PHENERGAN VC,PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,USA,SYRUP;ORAL,5MG/5ML;6.25MG/5ML
371,NYDRAZID,ISONIAZID,USA,INJECTABLE;INJECTION,100MG/ML
372,ISONIAZID,ISONIAZID,USA,TABLET;ORAL,100MG
373,ISONIAZID,ISONIAZID,USA,TABLET;ORAL,300MG
374,FURADANTIN,NITROFURANTOIN,USA,TABLET;ORAL,50MG
375,FURADANTIN,NITROFURANTOIN,USA,TABLET;ORAL,100MG
376,CORTEF,HYDROCORTISONE,USA,TABLET;ORAL,10MG
377,CORTEF,HYDROCORTISONE,USA,TABLET;ORAL,20MG
378,CORTEF,HYDROCORTISONE,USA,TABLET;ORAL,5MG
379,DIBENZYLINE,PHENOXYBENZAMINE HYDROCHLORIDE,USA,CAPSULE;ORAL,10MG
380,LEVO-DROMORAN,LEVORPHANOL TARTRATE,USA,INJECTABLE;INJECTION,2MG/ML
381,LEVO-DROMORAN,LEVORPHANOL TARTRATE,USA,TABLET;ORAL,2MG
382,PRO-BANTHINE,PROPANTHELINE BROMIDE,USA,TABLET;ORAL,15MG
383,PRO-BANTHINE,PROPANTHELINE BROMIDE,USA,TABLET;ORAL,7.5MG
384,DILANTIN-125,PHENYTOIN,USA,SUSPENSION;ORAL,125MG/5ML
385,DILANTIN-30,PHENYTOIN,USA,SUSPENSION;ORAL,30MG/5ML
386,HEDULIN,PHENINDIONE,USA,TABLET;ORAL,50MG
387,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE,USA,INJECTABLE;INJECTION,100MG/ML
388,M.V.I.-12 ADULT,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E,USA,INJECTABLE;INJECTION,10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML
389,M.V.I.-12 ADULT,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E,USA,INJECTABLE;INJECTION,20MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.6MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.6MG/ML;330 UNITS/ML;1 IU/ML
390,M.V.I.-12 ADULT,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E,USA,INJECTABLE;INJECTION,20MG/ML;0.006MG/ML;0.05MCG/ML;1.5MG/ML;0.0005MG/ML;0.06MG/ML;4MG/ML;0.6MG/ML;0.36MG/ML;0.6MG/ML;0.1MG/ML;1MG/ML
391,UNITENSEN,CRYPTENAMINE ACETATES,USA,INJECTABLE;INJECTION,260CSR UNIT/ML
392,XYLOCAINE,LIDOCAINE HYDROCHLORIDE,USA,JELLY;TOPICAL,2%
393,PERCORTEN,DESOXYCORTICOSTERONE PIVALATE,USA,INJECTABLE;INJECTION,25MG/ML
394,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE,USA,INJECTABLE;INJECTION,10MG/ML
395,RAUDIXIN,RAUWOLFIA SERPENTINA ROOT,USA,TABLET;ORAL,50MG
396,RAUDIXIN,RAUWOLFIA SERPENTINA ROOT,USA,TABLET;ORAL,100MG
397,PRO-BANTHINE,PROPANTHELINE BROMIDE,USA,INJECTABLE;INJECTION,30MG/VIAL
398,QUELICIN PRESERVATIVE FREE,SUCCINYLCHOLINE CHLORIDE,USA,INJECTABLE;INJECTION,20MG/ML
399,QUELICIN PRESERVATIVE FREE,SUCCINYLCHOLINE CHLORIDE,USA,INJECTABLE;INJECTION,50MG/ML
400,QUELICIN PRESERVATIVE FREE,SUCCINYLCHOLINE CHLORIDE,USA,INJECTABLE;INJECTION,100MG/ML
401,QUELICIN,SUCCINYLCHOLINE CHLORIDE,USA,INJECTABLE;INJECTION,20MG/ML
402,SUCOSTRIN,SUCCINYLCHOLINE CHLORIDE,USA,INJECTABLE;INJECTION,20MG/ML
403,SUCOSTRIN,SUCCINYLCHOLINE CHLORIDE,USA,INJECTABLE;INJECTION,100MG/ML
404,PAMINE,METHSCOPOLAMINE BROMIDE,USA,TABLET;ORAL,2.5MG
405,PAMINE FORTE,METHSCOPOLAMINE BROMIDE,USA,TABLET;ORAL,5MG
406,MILONTIN,PHENSUXIMIDE,USA,CAPSULE;ORAL,500MG
407,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,25MG/ML
408,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,50MG/ML
409,RAUWILOID,ALSEROXYLON,USA,TABLET;ORAL,2MG
410,DICURIN PROCAINE,PROCAINE MERETHOXYLLINE; THEOPHYLLINE,USA,INJECTABLE;INJECTION,100MG/ML;50MG/ML
411,OPHTHAINE,PROPARACAINE HYDROCHLORIDE,USA,SOLUTION/DROPS;OPHTHALMIC,0.50%
412,CLISTIN,CARBINOXAMINE MALEATE,USA,TABLET;ORAL,4MG
413,CORTEF ACETATE,HYDROCORTISONE ACETATE,USA,OINTMENT;TOPICAL,2.50%
414,CORTEF ACETATE,HYDROCORTISONE ACETATE,USA,OINTMENT;TOPICAL,1%
415,CALCIUM DISODIUM VERSENATE,EDETATE CALCIUM DISODIUM,USA,INJECTABLE;INJECTION,200MG/ML
416,CALCIUM DISODIUM VERSENATE,EDETATE CALCIUM DISODIUM,USA,TABLET;ORAL,500MG
417,DIAMOX,ACETAZOLAMIDE,USA,TABLET;ORAL,125MG
418,DIAMOX,ACETAZOLAMIDE,USA,TABLET;ORAL,250MG
419,PAGITANE,CYCRIMINE HYDROCHLORIDE,USA,TABLET;ORAL,1.25MG
420,PAGITANE,CYCRIMINE HYDROCHLORIDE,USA,TABLET;ORAL,2.5MG
421,CLISTIN,CARBINOXAMINE MALEATE,USA,ELIXIR;ORAL,4MG/5ML
422,PURIFIED CORTROPHIN GEL,CORTICOTROPIN,USA,INJECTABLE;INJECTION,40 UNITS/ML
423,PURIFIED CORTROPHIN GEL,CORTICOTROPIN,USA,INJECTABLE;INJECTION,80 UNITS/ML
424,ARFONAD,TRIMETHAPHAN CAMSYLATE,USA,INJECTABLE;INJECTION,50MG/ML
425,CAFERGOT,CAFFEINE; ERGOTAMINE TARTRATE,USA,SUPPOSITORY;RECTAL,100MG;2MG
426,SALPIX,ACETRIZOATE SODIUM,USA,SOLUTION;INTRAUTERINE,53%
427,HYDROCORTONE,HYDROCORTISONE ACETATE,USA,"OINTMENT;OPHTHALMIC, OTIC",1.50%
428,8-MOP,METHOXSALEN,USA,CAPSULE;ORAL,10MG
429,OXSORALEN,METHOXSALEN,USA,LOTION;TOPICAL,1%
430,REZIPAS,AMINOSALICYLIC ACID RESIN COMPLEX,USA,POWDER;ORAL,EQ 500MG BASE/GM
431,PURINETHOL,MERCAPTOPURINE,USA,TABLET;ORAL,50MG
432,PARSIDOL,ETHOPROPAZINE HYDROCHLORIDE,USA,TABLET;ORAL,10MG
433,PARSIDOL,ETHOPROPAZINE HYDROCHLORIDE,USA,TABLET;ORAL,50MG
434,PARSIDOL,ETHOPROPAZINE HYDROCHLORIDE,USA,TABLET;ORAL,100MG
435,HYDERGINE,ERGOLOID MESYLATES,USA,TABLET;SUBLINGUAL,1MG
436,HYDERGINE,ERGOLOID MESYLATES,USA,TABLET;SUBLINGUAL,0.5MG
437,NEOTHYLLINE,DYPHYLLINE,USA,INJECTABLE;INJECTION,250MG/ML
438,ANTEPAR,PIPERAZINE CITRATE,USA,SYRUP;ORAL,EQ 500MG BASE/5ML
439,ANTEPAR,PIPERAZINE CITRATE,USA,TABLET;ORAL,EQ 500MG BASE
440,RAUVAL,RAUWOLFIA SERPENTINA ROOT,USA,TABLET;ORAL,50MG
441,RAUVAL,RAUWOLFIA SERPENTINA ROOT,USA,TABLET;ORAL,100MG
442,EURAX,CROTAMITON,USA,LOTION;TOPICAL,10%
443,SERPASIL,RESERPINE,USA,TABLET;ORAL,0.1MG
444,SERPASIL,RESERPINE,USA,TABLET;ORAL,0.25MG
445,SERPASIL,RESERPINE,USA,TABLET;ORAL,1MG
446,SERPASIL,RESERPINE,USA,ELIXIR;ORAL,0.2MG/4ML
447,CORTRIL,HYDROCORTISONE,USA,TABLET;ORAL,20MG
448,CORTRIL,HYDROCORTISONE,USA,TABLET;ORAL,10MG
449,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,USA,TABLET;ORAL,10MG
450,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,USA,TABLET;ORAL,25MG
451,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,25MG/ML
452,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,USA,TABLET;ORAL,50MG
453,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,USA,TABLET;ORAL,100MG
454,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,USA,TABLET;ORAL,200MG
455,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,USA,SYRUP;ORAL,10MG/5ML
456,THORAZINE,CHLORPROMAZINE,USA,SUPPOSITORY;RECTAL,25MG
457,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,USA,CONCENTRATE;ORAL,30MG/ML
458,THORAZINE,CHLORPROMAZINE,USA,SUPPOSITORY;RECTAL,100MG
459,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,USA,CONCENTRATE;ORAL,100MG/ML
460,CORTRIL,HYDROCORTISONE ACETATE,USA,INJECTABLE;INJECTION,25MG/ML
461,DELATESTRYL,TESTOSTERONE ENANTHATE,USA,INJECTABLE;INJECTION,200MG/ML
462,DELATESTRYL,TESTOSTERONE ENANTHATE,USA,INJECTABLE;INJECTION,200MG/ML
463,HYDROXYSTILBAMIDINE ISETHIONATE,HYDROXYSTILBAMIDINE ISETHIONATE,USA,INJECTABLE;INJECTION,225MG/AMP
464,MYSOLINE,PRIMIDONE,USA,TABLET;ORAL,250MG
465,MYSOLINE,PRIMIDONE,USA,TABLET;ORAL,50MG
466,FURADANTIN,NITROFURANTOIN,USA,SUSPENSION;ORAL,25MG/5ML
467,CORTRIL,HYDROCORTISONE,USA,OINTMENT;TOPICAL,1%
468,CORTRIL,HYDROCORTISONE,USA,OINTMENT;TOPICAL,2.50%
469,GANTRISIN,SULFISOXAZOLE ACETYL,USA,SYRUP;ORAL,EQ 500MG BASE/5ML
470,GANTRISIN PEDIATRIC,SULFISOXAZOLE ACETYL,USA,SUSPENSION;ORAL,EQ 500MG BASE/5ML
471,LIPO GANTRISIN,SULFISOXAZOLE ACETYL,USA,EMULSION;ORAL,EQ 1GM BASE/5ML
472,LIPIODOL,ETHIODIZED OIL,USA,"OIL;INTRALYMPHATIC, INTRAUTERINE",EQ 4.8GM IODINE/10ML (EQ 480MG IODINE/ML)
473,COGENTIN,BENZTROPINE MESYLATE,USA,TABLET;ORAL,2MG
474,COGENTIN,BENZTROPINE MESYLATE,USA,TABLET;ORAL,1MG
475,COGENTIN,BENZTROPINE MESYLATE,USA,TABLET;ORAL,0.5MG
476,RAUTENSIN,ALSEROXYLON,USA,TABLET;ORAL,2MG
477,UNITENSEN,CRYPTENAMINE TANNATES,USA,TABLET;ORAL,260CSR UNIT
478,COUMADIN,WARFARIN SODIUM,USA,TABLET;ORAL,10MG
479,COUMADIN,WARFARIN SODIUM,USA,TABLET;ORAL,5MG
480,COUMADIN,WARFARIN SODIUM,USA,INJECTABLE;INJECTION,75MG/VIAL
481,COUMADIN,WARFARIN SODIUM,USA,TABLET;ORAL,2MG
482,COUMADIN,WARFARIN SODIUM,USA,TABLET;ORAL,7.5MG
483,COUMADIN,WARFARIN SODIUM,USA,TABLET;ORAL,2.5MG
484,COUMADIN,WARFARIN SODIUM,USA,INJECTABLE;INJECTION,50MG/VIAL
485,COUMADIN,WARFARIN SODIUM,USA,TABLET;ORAL,1MG
486,COUMADIN,WARFARIN SODIUM,USA,TABLET;ORAL,4MG
487,COUMADIN,WARFARIN SODIUM,USA,INJECTABLE;INJECTION,5MG/VIAL
488,COUMADIN,WARFARIN SODIUM,USA,TABLET;ORAL,3MG
489,COUMADIN,WARFARIN SODIUM,USA,TABLET;ORAL,6MG
490,PROGESTERONE,PROGESTERONE,USA,INJECTABLE;INJECTION,50MG/ML
491,PROGESTERONE,PROGESTERONE,USA,INJECTABLE;INJECTION,25MG/ML
492,WOLFINA,RAUWOLFIA SERPENTINA ROOT,USA,TABLET;ORAL,100MG
493,WOLFINA,RAUWOLFIA SERPENTINA ROOT,USA,TABLET;ORAL,50MG
494,CHOLEDYL,OXTRIPHYLLINE,USA,"TABLET, DELAYED RELEASE;ORAL",100MG
495,CHOLEDYL,OXTRIPHYLLINE,USA,"TABLET, DELAYED RELEASE;ORAL",200MG
496,CHOLEDYL,OXTRIPHYLLINE,USA,SYRUP;ORAL,50MG/5ML
497,CHOLEDYL,OXTRIPHYLLINE,USA,SOLUTION;ORAL,100MG/5ML
498,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT,USA,TABLET;ORAL,50MG
499,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT,USA,TABLET;ORAL,100MG
500,HIWOLFIA,RAUWOLFIA SERPENTINA ROOT,USA,TABLET;ORAL,50MG
501,HIWOLFIA,RAUWOLFIA SERPENTINA ROOT,USA,TABLET;ORAL,100MG
502,HIWOLFIA,RAUWOLFIA SERPENTINA ROOT,USA,TABLET;ORAL,50MG
503,KOGLUCOID,RAUWOLFIA SERPENTINA ROOT,USA,TABLET;ORAL,50MG
504,KOGLUCOID,RAUWOLFIA SERPENTINA ROOT,USA,TABLET;ORAL,100MG
505,CEDILANID-D,DESLANOSIDE,USA,INJECTABLE;INJECTION,0.2MG/ML
506,SERPASIL-APRESOLINE,HYDRALAZINE HYDROCHLORIDE; RESERPINE,USA,TABLET;ORAL,50MG;0.2MG
507,SERPASIL-APRESOLINE,HYDRALAZINE HYDROCHLORIDE; RESERPINE,USA,TABLET;ORAL,25MG;0.1MG
508,DIONOSIL AQUEOUS,PROPYLIODONE,USA,SUSPENSION;INTRATRACHEAL,50%
509,DIONOSIL OILY,PROPYLIODONE,USA,SUSPENSION;INTRATRACHEAL,60%
510,AMBENYL,BROMODIPHENHYDRAMINE HYDROCHLORIDE; CODEINE PHOSPHATE,USA,SYRUP;ORAL,12.5MG/5ML;10MG/5ML
511,CHOLOGRAFIN SODIUM,IODIPAMIDE SODIUM,USA,INJECTABLE;INJECTION,20%
512,CHOLOGRAFIN MEGLUMINE,IODIPAMIDE MEGLUMINE,USA,INJECTABLE;INJECTION,52%
513,CHOLOGRAFIN MEGLUMINE,IODIPAMIDE MEGLUMINE,USA,INJECTABLE;INJECTION,10.30%
514,LANOXIN,DIGOXIN,USA,INJECTABLE;INJECTION,0.25MG/ML
515,LANOXIN PEDIATRIC,DIGOXIN,USA,INJECTABLE;INJECTION,0.1MG/ML
516,HISTALOG,BETAZOLE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,50MG/ML
517,RAU-SED,RESERPINE,USA,TABLET;ORAL,0.1MG
518,RAU-SED,RESERPINE,USA,TABLET;ORAL,0.25MG
